actual,predicted_mean,predicted_std,CI_lower_2.5,CI_upper_97.5
155.16500000000002,180.55500999999998,26.406876489970678,155.039,235.452
182.17,182.2255999999992,0.30220239354886813,182.11700000000002,183.137
180.558,180.15479333333354,1.4598673309433172,177.517,180.925
176.315,176.4119433333333,3.310331762848283,171.427,183.9619249999999
235.326,235.60158333333354,0.6051459408458678,235.176,236.782
194.469,184.94592000000014,6.081653744961155,178.596,197.95564999999996
199.834,201.0692999999998,1.6067646239156084,198.47525,204.404
197.394,196.79625666666658,2.1234618097473668,192.8586,198.218
167.824,167.62764666666712,0.2727277674817027,167.40300000000002,167.73499999999999
215.52200000000002,200.04610666666662,13.127898227132768,182.225175,223.31600000000003
203.282,203.20206666666672,1.0090681619967812,202.15499999999997,205.05800000000002
164.685,164.76658999999992,0.2143288638984547,164.61399999999998,165.34
216.652,216.92426666666734,1.4733743071225596,215.59199999999998,222.15839999999997
197.536,198.41497333333385,1.9963502646802433,196.042,201.48255
157.092,157.89730999999998,3.945365743151484,153.0127,170.57600000000002
166.651,168.24896666666666,2.0252617112089193,166.48600000000002,174.748
167.639,168.05704000000017,1.5026921746430082,165.593975,171.17277499999997
156.358,157.07738333333296,2.739695824306463,156.073,159.26999999999998
172.86700000000002,173.1635233333331,0.8820193966814027,172.66699999999997,173.835
178.968,178.65685333333292,1.714502415227882,175.98,183.92800000000003
179.167,178.68372333333318,3.704432323598616,172.60295000000002,190.72244999999998
150.837,215.44132333333306,11.245375474335605,178.946,224.812
209.266,209.14030999999977,0.8820762819809478,208.003,209.411
188.73899999999998,188.53742,2.431016197039145,185.087925,190.93675
202.474,202.5593966666662,1.0237692021750913,200.88199999999998,204.675525
172.53000000000003,171.10741999999982,2.2305561795809274,166.16500000000002,175.883175
157.456,155.52175999999977,2.970302261117547,154.372,156.46515
183.29500000000002,183.2624333333334,0.717521761961886,181.85,184.641
230.32600000000002,230.20312666666635,0.27952039392899924,229.29192500000002,230.504
177.314,177.10834333333335,5.090213182712064,161.997,181.25900000000001
181.398,181.05876333333347,3.1385422307161805,175.60399999999996,185.325775
161.462,176.1049633333332,20.394997096722577,150.827,216.29899999999998
159.58,159.84750666666682,0.3724905859511405,158.998325,161.104
197.267,199.43490000000088,3.96044856087456,196.30180000000001,201.09800000000004
238.791,238.47149666666692,0.4974259710304267,237.197,238.9746
215.522,209.76792999999952,11.786343048564015,185.1627,218.00099999999998
156.928,157.20165333333333,0.3718195796649545,156.69,158.084
181.162,181.15120666666644,0.8375550234395867,179.107,181.74265
230.118,226.65169333333324,3.2859022260695605,221.395,231.43500000000003
238.019,237.9899033333335,0.17624957869138244,237.88095,238.059
201.825,204.46803666666702,4.180308446592861,197.44,211.99300000000002
178.68800000000002,178.80394333333314,0.6056157363561679,178.60199999999998,179.191
184.31799999999998,185.22528333333355,2.240045436233135,181.16699999999997,187.88700000000003
158.708,156.30792,1.18730212678436,154.402,158.70499999999998
201.57999999999998,201.8704133333334,5.1522605571880336,193.92099999999996,217.81399999999996
169.681,170.95481333333348,8.735145695702828,163.852,197.96300000000002
215.21,215.24683333333323,1.0059414192133118,213.633,216.330975
233.119,233.66411000000014,0.36265841306478214,233.25199999999998,234.598
222.827,223.04784999999998,0.46783647517054416,222.25357499999998,223.607
211.77,215.16845333333336,8.556157360315952,192.82999999999998,230.05042499999996
166.124,166.30182999999985,0.15763373507385353,166.238,166.643
160.54500000000002,161.8016399999998,3.0786694328990025,160.15200000000002,169.00300000000001
163.675,165.61615666666646,5.113285917306216,156.947,185.81432499999985
201.529,201.31271333333282,2.2952115830911026,197.689025,204.984
186.323,186.3020599999999,1.373143210448204,182.856,187.88700000000003
152.559,155.35941000000017,6.762023705610127,149.064,174.81699999999998
210.15099999999998,209.93057666666664,0.48534615563418904,208.50099999999998,210.482
183.743,184.8366733333334,2.3302597537518293,181.091,188.7266
155.797,155.76686999999995,0.44912983991269584,154.605025,156.33100000000002
202.29999999999998,202.0848733333338,2.0324488457578047,199.01999999999998,202.94500000000002
189.05100000000002,184.48679333333328,11.001820509228876,158.8502,207.37862499999997
182.53599999999997,182.79432000000006,2.240376574953417,177.960225,186.98200000000006
175.26500000000001,174.9479133333331,1.3684054878418,173.35935000000003,176.047
223.243,222.42346666666683,2.2827790933178154,216.81609999999998,224.381875
170.137,170.11495333333323,0.7117592648891569,169.37685,170.429
154.73200000000003,153.73373666666623,1.6365235207563962,149.6046,156.92684999999997
168.305,177.89813999999984,11.305117169983996,163.023,198.825
221.904,221.44829000000013,0.5698461598536937,220.08999999999997,222.306
230.02300000000002,230.08425333333318,1.0511635120929386,229.662,231.23835
215.43200000000002,204.6589166666666,6.206984087009479,193.921,226.83727499999995
173.363,173.01122666666697,1.8670176651428723,169.238,178.235475
177.521,179.46652666666705,7.0691433730890365,177.243,198.45
154.364,155.46677,1.567289510726507,153.995,158.66469999999998
177.944,177.49189000000055,1.356237004079054,174.498,179.66099999999997
233.02200000000002,237.18036666666652,0.9180424965956345,235.89255,238.648
154.19,153.9974766666667,3.234818319904362,148.81367500000002,163.52647499999998
234.80100000000002,235.86328333333338,5.541460135173958,221.87099999999998,240.208325
200.213,201.27432000000036,4.660061049414125,193.921,208.341
217.047,217.19556999999972,0.42539661309574844,216.511,218.327
209.088,208.75358333333352,0.4759024161760691,207.928,209.70055
156.357,156.85045333333346,1.3844615660328798,154.63580000000002,158.469
166.934,167.0681566666666,1.3262121746244913,164.61599999999999,169.671
223.62600000000003,223.49828666666698,0.16489490942885698,223.28699999999998,223.68900000000002
188.154,188.18844999999956,3.17931601671911,186.38799999999998,189.516
239.127,239.19729000000046,0.06849408173946982,239.07999999999998,239.352
164.366,165.16050000000013,1.4581488024203855,164.365,169.435
163.596,163.55745666666627,1.3473877274646018,163.394,164.5288
213.526,213.34092000000047,0.6824624045322932,210.501,213.633
207.603,206.92886333333314,2.7695853223883287,202.932,210.0101
167.40999999999997,166.6776599999999,2.8483778338556145,162.78500000000003,172.41402499999998
159.606,159.80499999999964,0.39655593972771697,159.083,160.375
169.77300000000002,169.7563033333334,1.5192120516862966,166.25,172.4377
181.385,180.91856999999965,0.9712133537144796,178.624975,183.10999999999999
173.022,175.71444000000002,4.610927659347232,164.82,180.54399999999998
170.94,171.08191666666693,1.3594617990423863,168.783,174.833775
166.749,166.99556000000013,0.441048379508036,166.135,167.712
